task,solved,final_pixel_accuracy,n_hidden_channels,temperature,steps,trials,learning_rate,mask_prob_low,mask_prob_high
123,True,1.0,20,5,10,128,0.002,0.0,0.75
124,False,0.40234375,20,5,10,128,0.002,0.0,0.75
125,True,1.0,20,5,10,128,0.002,0.0,0.75
126,False,0.9047619700431824,20,5,10,128,0.002,0.0,0.75
127,False,0.85999995470047,20,5,10,128,0.002,0.0,0.75
128,False,0.7744360566139221,20,5,10,128,0.002,0.0,0.75
129,False,0.8571428656578064,20,5,10,128,0.002,0.0,0.75
130,False,0.8641975522041321,20,5,10,128,0.002,0.0,0.75
131,False,0.30612245202064514,20,5,10,128,0.002,0.0,0.75
132,False,0.75,20,5,10,128,0.002,0.0,0.75
133,False,0.8399999737739563,20,5,10,128,0.002,0.0,0.75
134,False,0.9102564454078674,20,5,10,128,0.002,0.0,0.75
135,False,0.9199999570846558,20,5,10,128,0.002,0.0,0.75
136,False,0.8888888955116272,20,5,10,128,0.002,0.0,0.75
137,False,0.8611111044883728,20,5,10,128,0.002,0.0,0.75
138,False,0.375,20,5,10,128,0.002,0.0,0.75
139,False,0.56640625,20,5,10,128,0.002,0.0,0.75
140,False,0.9688889384269714,20,5,10,128,0.002,0.0,0.75
141,False,0.3333333432674408,20,5,10,128,0.002,0.0,0.75
142,False,0.8300653696060181,20,5,10,128,0.002,0.0,0.75
143,False,0.6225000023841858,20,5,10,128,0.002,0.0,0.75
144,False,0.7647059559822083,20,5,10,128,0.002,0.0,0.75
145,False,0.9822485446929932,20,5,10,128,0.002,0.0,0.75
146,False,0.8299999833106995,20,5,10,128,0.002,0.0,0.75
147,False,0.915680468082428,20,5,10,128,0.002,0.0,0.75
148,False,0.9399999976158142,20,5,10,128,0.002,0.0,0.75
149,False,0.7866666913032532,20,5,10,128,0.002,0.0,0.75
150,True,1.0,20,5,10,128,0.002,0.0,0.75
151,False,0.8660714626312256,20,5,10,128,0.002,0.0,0.75
152,False,0.8403362035751343,20,5,10,128,0.002,0.0,0.75
153,False,0.9826388955116272,20,5,10,128,0.002,0.0,0.75
154,False,0.6519607901573181,20,5,10,128,0.002,0.0,0.75
155,True,1.0,20,5,10,128,0.002,0.0,0.75
156,False,0.8684807419776917,20,5,10,128,0.002,0.0,0.75
157,False,0.7500000596046448,20,5,10,128,0.002,0.0,0.75
158,False,0.625,20,5,10,128,0.002,0.0,0.75
159,False,0.8700000047683716,20,5,10,128,0.002,0.0,0.75
160,False,0.8559556603431702,20,5,10,128,0.002,0.0,0.75
161,False,0.9555555582046509,20,5,10,128,0.002,0.0,0.75
162,False,0.5699999928474426,20,5,10,128,0.002,0.0,0.75
163,False,0.6933333277702332,20,5,10,128,0.002,0.0,0.75
164,False,0.9099999666213989,20,5,10,128,0.002,0.0,0.75
165,False,0.9474999904632568,20,5,10,128,0.002,0.0,0.75
166,False,0.9599999785423279,20,5,10,128,0.002,0.0,0.75
167,False,0.9375,20,5,10,128,0.002,0.0,0.75
168,False,0.7699999809265137,20,5,10,128,0.002,0.0,0.75
169,False,0.8088889122009277,20,5,10,128,0.002,0.0,0.75
170,False,0.6175438761711121,20,5,10,128,0.002,0.0,0.75
171,False,0.85999995470047,20,5,10,128,0.002,0.0,0.75
172,False,0.6785714030265808,20,5,10,128,0.002,0.0,0.75
